  = 198;
   = 35;
    = 52;
     = 2;
care = 72;
carefor = 1;
carethat = 1;
cared = 4;
career = 4;
careful = 2;
carefulexamination = 1;
carefulof = 1;
carefully = 17;
carefullycompiling = 1;
careless = 2;
carelessly: = 1;
carency = 1;
cares = 4;
caress = 6;
caress: = 1;
caressed = 3;
caresses = 6;
caressing = 8;
caressingintonation = 1;
caressinglittle = 1;
caribbeans = 1;
caricature = 2;
caricatures = 1;
caries = 1;
carignan = 1;
caring = 3;
caringfor = 1;
cariole = 1;
carioles = 1;
carmagnole = 2;
carmelite = 1;
carmelites = 2;
carnage = 6;
carnal = 1;
carnations = 1;
carnival = 5;
carnot = 2;
carogne = 1;
carolina = 1;
carolling = 4;
caron = 1;
carosse = 1;
carotid = 1;
carouse = 1;
carpe = 2;
carpenter = 6;
carpenters = 2;
carpentry = 1;
carpes = 3;
carpet = 8;
carpets = 2;
carps = 2;
carpsfrom = 1;
carquois = 1;
carreaux = 1;
carrefour = 6;
carrelhad = 1;
carriage = 95;
carriagecontaining = 1;
carriageentrance = 1;
carriagegate = 1;
carriagemight = 1;
carriagewas = 1;
carriage) = 1;
carriages = 15;
carriages = 1;
carriagesuncertainty = 1;
carriagesshare = 1;
carried = 88;
carriedaway = 1;
carriedoff = 2;
carrier = 5;
carries = 4;
carrosses = 1;
carrot = 1;
carrousel = 3;
carry = 48;
carryher = 1;
carryit = 1;
carryones = 1;
carrying = 27;
carryinga = 1;
cart = 58;
cart = 1;
cartat = 1;
cartor = 1;
cartto = 1;
carte = 1;
carter = 10;
carterhad = 1;
carters = 9;
carthage = 2;
carthaginian = 1;
carthusians = 2;
cartloads = 1;
cartouche = 8;
cartouches = 2;
cartridge = 9;
cartridges = 33;
cartridgesto = 1;
cartridgeswere = 1;
carts = 7;
carve = 1;
carved = 5;
carvedby = 1;
carvel = 1;
caryatid = 1;
caryatids = 1;
caryste:mark = 1;
carême = 1;
cascade = 1;
case = 156;
casehe = 1;
casejudged = 1;
caseof = 2;
caseor = 1;
casewith = 1;
case: = 3;
casement = 2;
casements = 1;
cases = 19;
caseswhere = 1;
cases: = 1;
cashier = 8;
cashiered = 1;
cashmere = 1;
casimir = 2;
casing = 1;
cask = 4;
casket = 1;
caskets = 1;
casks = 7;
casque = 1;
casques = 4;
cassandras = 1;
casser = 1;
cassette = 2;
cassin = 3;
cassis = 1;
cassock = 6;
cassocks = 3;
cassons = 1;
cast = 106;
casta = 1;
castaside = 1;
castbut = 1;
castaing = 2;
castanets = 1;
caste = 2;
castelcicala = 1;
castes = 1;
castile = 1;
castille = 1;
castillejo = 1;
castillejo = 1;
castillejothe = 1;
casting = 7;
castinghis = 1;
castlereagh = 1;
castra = 1;
castration = 1;
castratus = 1;
casts = 9;
castus = 2;
cat = 45;
catand = 1;
catrejoices = 1;
catto = 1;
cataclysm = 1;
cataclysms = 1;
catacomb = 1;
catacombs = 1;
catalogue = 1;
catalogued = 1;
cataplasms = 1;
cataract = 2;
catarrh = 1;
catastrophe = 26;
catastrophe = 1;
catastrophethe = 1;
catastrophes = 8;
catastropheswould = 1;
catastrophies = 1;
catch = 30;
catchan = 1;
catchhold = 1;
catchme = 1;
catches = 6;
catching = 12;
catchingat = 1;
catechism = 1;
categoricallyclassed = 1;
categories = 1;
category = 2;
catena = 1;
caterpillar = 1;
caterpillarcorner = 1;
caterpillars = 1;
cathedral = 18;
cathedralsquare = 1;
cathedral: = 1;
cathedrals = 3;
catherine = 17;
catholic = 4;
catholiccountries = 1;
catholics = 1;
cato = 3;
cats = 9;
cattle = 4;
caudineforks = 1;
caught = 130;
caughtbetween = 2;
caughtglimpses = 2;
caughtin = 1;
caughtsight = 4;
caughtwith = 1;
cauldron = 1;
caumartin = 2;
cause = 48;
causeand = 1;
causeconstellations = 1;
causeor = 1;
caused = 86;
causeda = 1;
causedby = 1;
causedcosette = 1;
causedembarrassment = 2;
causedher = 1;
causedthe = 1;
causeless = 2;
causes = 16;
causes: = 1;
causeway = 1;
causing = 5;
cauteretz = 3;
cauterized = 1;
caution = 2;
cautious = 3;
cautiously = 5;
cavalcade = 1;
cavalier = 1;
cavalière = 1;
cavalry = 41;
cavalrydebouched = 1;
cavalrydragoon = 1;
cavalrygalloped = 1;
cave = 8;
cavern = 24;
caverne = 1;
caverns = 11;
cavernsfor = 1;
caves = 1;
cavil = 1;
cavities = 3;
cavity = 5;
cavityin = 1;
ce = 7;
cease = 9;
ceased = 33;
ceasedspeaking = 1;
ceasedto = 1;
ceases = 2;
ceasing = 5;
ceasingaltogether = 1;
cede = 1;
ceiled = 1;
ceiling = 27;
ceiling: = 1;
ceilings = 4;
cela = 3;
celebrate = 1;
celebrated = 21;
celebratedin = 1;
celebratedlater = 1;
celebrated: = 1;
celebration = 1;
celebrity = 2;
celestial = 19;
celestialand = 1;
celestialchance = 1;
celestialfashion = 1;
celestialgleam = 1;
celestialglories = 1;
celestialgoodness = 2;
celestialsuffering = 1;
cell = 24;
cella = 1;
cellar = 34;
cellarof = 1;
cellarrat = 1;
cellars = 8;
cellinis = 1;
cells = 9;
celtic = 3;
cement = 3;
cemented = 1;
cemeteries = 5;
cemetery = 43;
cemeterywhich = 1;
cenobites = 1;
cenobitism = 1;
censer = 1;
censier = 2;
censors = 1;
censures = 1;
census = 2;
cent = 9;
centrussians = 1;
centaurs = 2;
centenarian = 6;
centenarianafterwards = 1;
centibes = 1;
centimes = 4;
centimetres = 1;
centipede = 1;
centipedes = 1;
central = 7;
centralfrown = 1;
centralprisons = 1;
centre = 44;
centredropped = 1;
centreeverywhere = 1;
centred = 1;
centres = 2;
cents = 1;
centuries = 19;
centuriesappear = 1;
centurions = 1;
century = 112;
centurybroke = 1;
centurywas = 1;
centurywhen = 1;
centurywill = 1;
ceracchi) = 1;
cerebralsymptoms = 1;
cerecloths = 2;
ceremonies = 2;
ceremony = 5;
certain = 238;
certaincares = 1;
certainconjectures = 1;
certaindegree = 1;
certaindistance = 1;
certainideas = 1;
certainindescribable = 1;
certainindifference = 1;
certainmajesty = 1;
certainmetonymies = 1;
certainmysterious = 1;
certainoscillation = 1;
certainreligious = 1;
certainreservations = 1;
certainrevolutionary = 1;
certainsurprise = 1;
certainthat = 3;
certainthénardier = 1;
certainugly = 1;
certainwell = 1;
certainly = 68;
certainlynot = 1;
certainlyof = 1;
certainlythe = 1;
certainlyuseful = 1;
certainlywas = 1;
certainlywill = 1;
certainty = 15;
certificate = 3;
certificateof = 1;
certificates = 1;
certify = 1;
ces = 5;
cess = 13;
cesspool = 4;
cesspools = 2;
cest = 15;
cette = 2;
chabot = 1;
chabouillet = 3;
chaboulon = 1;
chaffaut = 3;
chaffinch = 1;
chafing = 4;
chain = 44;
chainof = 1;
chained = 7;
chains = 18;
chair = 82;
chairand = 1;
chaircarried = 1;
chairis = 1;
chair: = 1;
chairs = 40;
chaise = 6;
chaises = 1;
chalard = 1;
chaldaic = 1;
chaldea = 1;
chaliot = 1;
chalk = 4;
chalky = 1;
challenge = 2;
chamber = 121;
chamber = 1;
chamberon = 1;
chamberdecorated = 1;
chamberof = 1;
chamberwas = 1;
chamberlain = 2;
chambermaid = 1;
chambermaids = 1;
chambers = 22;
chambersreceived = 1;
chambre = 1;
chambreon = 1;
chamois = 1;
champ = 12;
champ = 1;
champone = 1;
champagne = 2;
champaubert = 1;
champeaux = 1;
champigny = 1;
championnet = 1;
champmathieu = 42;
champmathieushould = 1;
champs = 18;
champtercier = 1;
chan = 1;
chance = 61;
chancepasser = 1;
chanceto = 1;
chanced = 33;
chancellery = 1;
chances = 7;
chancesof = 1;
chandelier = 3;
change = 54;
changeand = 1;
changein = 1;
changewho = 1;
changed = 34;
changedhis = 1;
changedits = 1;
changer = 5;
changers = 2;
changerscostumes = 1;
changes = 13;
changescharras = 1;
changesinto = 1;
changing = 6;
changés = 1;
channel = 1;
chant = 5;
chantal = 1;
chante = 1;
chanteloup = 1;
chanter = 1;
chanting = 3;
chants = 1;
chanverrerie = 1;
chanvrerie = 39;
chaos = 19;
chapeau = 2;
chapel = 32;
chapelle = 3;
chapels = 1;
chaperon = 1;
chaplain = 2;
chaplaincy = 1;
chaplains = 1;
chaplet = 4;
chappedelaine = 1;
chaps = 1;
chapter = 379;
chaque = 1;
char = 1;
character = 20;
characterand = 1;
characterappeared = 1;
characteristic = 15;
characteristichour = 1;
characteristics = 1;
characteristicsthe = 1;
characterize = 1;
characterized = 2;
characterizes = 3;
characters = 2;
charbonnière = 1;
charcellay = 1;
charcoal = 9;
charcoalbouginiers = 1;
charenton = 1;
charge = 24;
chargesmall = 1;
charged = 19;
chargedtheir = 1;
chargedwith = 1;
charges = 5;
charging = 1;
charing = 1;
chariot = 5;
chariotof = 1;
charioteer = 1;
chariots = 1;
charitable = 10;
charitableman = 1;
charities = 1;
charity = 27;
charityand = 1;
charitymonger = 1;
charityto = 1;
charlemagne = 7;
charlemagnecourtyard = 1;
charlemagnedisdaining = 1;
charlemagneto = 1;
charlemagneyard = 1;
charleroi = 1;
charles = 27;
charlesx = 2;
charlet = 1;
charlot = 5;
charlotasked = 1;
charlotte = 4;
charm = 9;
charmant = 2;
charmed = 1;
charmilles = 1;
charming = 82;
charmingas = 1;
charmingbeginning = 1;
charmingblack = 1;
charmingbonnet = 1;
charmingfold = 1;
charmingname = 1;
charmingsouvenirs = 1;
charmingthe = 1;
charmingvisions = 1;
charmingyoung = 1;
charmingly = 1;
charms = 3;
charmé = 1;
charnier = 1;
charonne = 3;
charras = 2;
chart = 1;
chartof = 1;
charter = 19;
chartist = 1;
chartres = 2;
charybdis = 2;
chase = 6;
chased = 6;
chasedby = 1;
chasse = 4;
chasseurs = 1;
chassez = 1;
chassé = 1;
chassés = 2;
chaste = 10;
chastemysteries = 1;
chastelar = 3;
chastise = 1;
chastised = 2;
chastisement = 4;
chastisementmade = 1;
chastises = 1;
chastity = 7;
chasuble = 2;
chat = 9;
chateaubriand = 6;
chateaubriandchateaubriant = 1;
chateaubriands = 1;
chatou = 3;
chatted = 1;
chatter = 6;
chattered = 3;
chatterers = 2;
chattering = 6;
chattering: = 1;
chatters = 1;
chatting = 5;
chauffeurs = 1;
chaumareix = 1;
chaume = 2;
chaumière = 2;
chaussée = 4;
chauvelin = 1;
chauvelinhad = 1;
chavailles = 1;
cheap = 6;
cheaply = 1;
cheapness = 2;
cheated = 2;
check = 3;
checked = 1;
checkers = 1;
checks = 1;
cheek = 21;
cheeked = 1;
cheeks = 12;
cheer = 4;
cheered = 4;
cheerful = 5;
cheerfully = 4;
cheerfulness = 4;
cheers = 1;
cheese = 12;
cheeses = 1;
chelles = 9;
chemical = 2;
chemicalmatch = 1;
chemin = 6;
chemis = 1;
chemise = 22;
chemisewhich = 1;
chemises = 2;
chemiseswhich = 1;
chemist = 3;
chemists = 1;
chenier: = 1;
chenildieu = 8;
chenildieu) = 1;
cher = 2;
cherbourg = 1;
cherche = 1;
chereas = 1;
cherish = 3;
cherished = 10;
cherishedaversion = 1;
cherishedno = 1;
cherishes = 3;
cherishing = 1;
cherries = 4;
cherub = 1;
cherubim = 2;
cherubin = 1;
cherubino = 2;
cherubs = 1;
chest = 20;
chesthad = 1;
chestthat = 1;
chestnut = 14;
chestnutshavings = 1;
chestnuts = 2;
chests = 3;
chevalier = 4;
chevaliers = 3;
chevaux = 3;
cheveux = 1;
chevreuse = 1;
chew = 1;
chewed = 1;
chicanery = 1;
chicken = 4;
chickenjumping = 1;
chickens = 4;
chickens55 = 1;
chickweed = 1;
chief = 26;
chiefheld = 1;
chiefof = 1;
chiefly = 3;
chiefs = 3;
chien = 2;
chiffons = 1;
chilblains = 2;
child = 387;
childbegan = 1;
childbeside = 1;
childdiminished = 1;
childexcept = 1;
childhad = 4;
childin = 1;
childinstantly = 1;
childis = 2;
childof = 4;
childonce = 1;
childpaused = 1;
childshould = 1;
childwas = 3;
childwho = 1;
childwith = 1;
childwould = 1;
child: = 1;
childhood = 30;
childish = 8;
childishness = 1;
childlike = 1;
children = 188;
childrenand = 2;
childrenfollowed = 1;
childrengently = 1;
childrenjehovah = 1;
childrenseriously = 1;
childrenthere = 1;
childrenwere = 1;
childrenwho = 1;
children: = 1;
childrens = 5;
childrenssayings = 1;
childs = 22;
chill = 13;
chilled = 15;
chilling = 1;
chilly = 1;
chimera = 1;
chimeras = 1;
chimerical = 7;
chimericalterrorism = 1;
chimericalundertaking = 1;
chimes = 2;
chimney = 61;
chimneys = 7;
chimæra = 2;
chimæras = 8;
chimæraswithout = 1;
chin = 22;
china = 3;
chinchona = 2;
chinese = 3;
chinesewheat = 1;
chins = 1;
chirography = 2;
chirping = 1;
chirpings = 1;
chirurgical = 1;
chisel = 7;
chiselsnatched = 1;
chiselwhich = 2;
chivalric = 1;
chivalry = 1;
chlamys = 1;
chloe = 1;
chloruretted = 1;
chocolate = 3;
chodrucduclos = 1;
choice = 25;
choicepossible = 1;
choice: = 1;
choir = 9;
choiron = 1;
choiseul = 1;
choisir = 1;
choisy = 1;
choked = 4;
choking = 4;
cholera = 6;
cholet = 1;
choose = 20;
chooses = 3;
choosing = 1;
chop = 1;
chopped = 2;
chopper = 1;
chopping = 1;
chord = 1;
chorister = 2;
choristers = 1;
chorus = 2;
choruses = 1;
chose = 11;
chose = 1;
chosen = 9;
chouan = 2;
chouannerie = 1;
choux = 3;
christ = 21;
christloved = 1;
christ: = 1;
christenings = 1;
christi = 1;
christian = 6;
christmas = 6;
christophercolumbus = 1;
christs = 1;
christus = 2;
chronic = 2;
chronicled = 1;
chrysalis = 2;
chubby = 1;
church = 62;
churchafter = 1;
churchis = 1;
churchproduce = 1;
churchwhere = 1;
churchwith = 1;
church) = 1;
churches = 4;
churchmen = 2;
churchwarden = 1;
churlish = 1;
churlishlyon = 1;
châlon = 1;
châlons = 1;
château = 13;
châteauvieux = 2;
châtelet = 6;
châtillon = 2;
chæronea = 1;
chénier = 5;
chévalierde = 1;
cicatrices = 1;
cicero = 4;
ciceronian = 1;
ciderapples = 1;
cieux = 1;
cigar = 4;
cimitière = 1;
cineres = 1;
cipher = 4;
ciphers = 4;
circingles = 1;
circle = 21;
circleat = 1;
circleof = 1;
circles = 6;
circlesof = 1;
circling = 1;
circuit = 13;
circular = 3;
circulated = 4;
circulates = 1;
circulating = 1;
circulation = 17;
circumference = 3;
circumparisian = 1;
circumscribe = 1;
circumscribed = 3;
circumstance = 13;
circumstancethat = 1;
circumstances = 12;
circumstancescalculated = 1;
circumstantial = 1;
circumstantially = 1;
circumvented = 1;
cirque = 1;
cistern = 4;
citadel = 6;
citadels = 2;
citadines = 1;
cited = 4;
cities = 12;
citified = 1;
citizen = 21;
citizens = 13;
citizens: = 1;
city = 82;
cityhe = 1;
cityspends = 1;
city: = 1;
citys = 1;
civic = 1;
civil = 19;
civilian = 1;
civilization = 52;
civilizationacknowledges = 1;
civilizationwere = 1;
civilizations = 3;
civilized = 5;
civilizedpeoples = 1;
civilizedwar = 1;
civilizedworld = 1;
civilizing = 1;
civilly = 1;
civrieux = 1;
cl****** = 4;
clacs = 1;
clad = 29;
claim = 8;
claimants = 1;
claimed = 6;
claimedit = 1;
claiming = 1;
claire = 1;
clairvaux = 3;
clamber = 1;
clamor = 11;
clamorover = 1;
clamors = 3;
clamorswhich = 1;
clamped = 2;
clan = 1;
clang = 1;
clank = 1;
clanked = 2;
clanking = 1;
clap = 6;
clapped = 5;
clapping = 3;
clappinghis = 1;
claps = 4;
claque = 2;
claquesous = 17;
clarence = 1;
clarified = 1;
clarifying = 1;
clarionet = 1;
clarions = 1;
clash = 6;
clashed = 1;
clashedtogether = 2;
clashes = 1;
clashing = 3;
clasp = 4;
clasped = 19;
claspedher = 1;
clasping = 2;
clasps = 3;
class = 19;
classdenominated = 1;
class: = 1;
classed = 2;
classedforever = 1;
classes = 13;
classesof = 1;
classes: = 1;
classic = 10;
classictaste = 1;
classic: = 2;
classical = 4;
classicalrectilinear = 1;
classification = 1;
classifications = 2;
classified = 3;
clatter = 4;
clattered = 1;
claude = 8;
claudian = 1;
claudius = 1;
clausel = 3;
claustrale = 1;
claustration = 2;
clavairebelonged = 1;
claw = 6;
claws = 9;
clawsfear = 1;
clawsof = 1;
clay = 4;
claysituated = 1;
clayey = 4;
clayeysoil = 1;
clays = 1;
clean = 12;
cleaned = 3;
cleaning = 2;
cleaninghad = 1;
cleaninghis = 1;
cleanliness = 3;
cleanly = 1;
cleanse = 1;
clear = 40;
clear = 1;
clearthat = 2;
cleared = 7;
clearer = 2;
clearing = 4;
clearingwhere = 1;
clearings = 2;
clearly = 19;
clearlyaware = 1;
clearlycomprehend = 1;
clearlyconscious = 1;
clearlyto = 3;
clearness = 4;
clearnessin = 1;
clef = 1;
clemency = 5;
clement = 1;
clenched = 10;
clenchedfist = 1;
clenches = 1;
cleopatra = 3;
clergy = 1;
clerical = 2;
clerk = 6;
clerks = 7;
clermont = 3;
clever = 21;
cleverautonomasia = 1;
cleverdenials = 1;
cleverest = 1;
cleverly = 5;
cleverlyarranged = 1;
cleverness = 6;
clew = 1;
clic = 1;
clichy = 1;
click = 3;
clickannounced = 1;
client = 2;
clients = 1;
cliff = 1;
cliffs = 1;
climax = 2;
climb = 18;
climbover = 1;
climbed = 10;
climbedinto = 1;
climbedit = 1;
climbing = 11;
climbingup = 1;
climbs = 1;
climes = 1;
cling = 7;
clinging = 3;
clings = 5;
clinicallecture = 1;
clinics = 1;
clinked = 1;
clinton = 3;
cloak = 9;
cloakto = 1;
clocheperce = 3;
clocher = 1;
clock = 20;
clockstriking = 1;
clockstruck = 1;
clocks = 2;
clog = 1;
clogged = 2;
clogs = 2;
cloister = 33;
cloisterpossessed = 1;
cloisterwalls = 1;
cloistered = 5;
cloistered = 1;
cloisteredcosette = 1;
cloisters = 3;
cloistersdestroyed = 1;
cloots = 1;
close = 122;
closeconfinement = 1;
closethe = 1;
closeto = 4;
closed = 120;
closedagain = 1;
closedboth = 1;
closedin = 1;
closedit = 2;
closedmouths = 1;
closedonce = 1;
closedshutter = 1;
closedthe = 1;
closedwindows = 1;
closely = 13;
closer = 4;
closes = 3;
closet = 3;
closets = 1;
closing = 7;
closings = 1;
clot = 2;
cloth = 47;
clothe = 4;
clothed = 18;
clothes = 42;
clothesfor = 1;
clothesin = 1;
clothing = 13;
clothingto = 1;
cloths = 3;
clotted = 1;
cloud = 57;
cloudhad = 1;
cloudhangs = 1;
cloudof = 2;
clouded = 6;
cloudlets = 1;
clouds = 43;
cloudsand = 1;
cloudsnearly = 1;
cloudy = 1;
clover = 1;
clovis = 1;
clown = 2;
clowns = 2;
club = 11;
clubbist = 1;
clubs = 6;
clue = 2;
clump = 7;
clumps = 3;
clumpsand = 1;
clumsily = 1;
clumsy = 2;
clung = 11;
clungtenaciously = 1;
clungto = 1;
cluny = 2;
clusians = 1;
clusium = 5;
cluster = 3;
clusteredround = 1;
clusters = 2;
clutch = 3;
clutched = 3;
clutches = 4;
clutchingat = 1;
clélie = 1;
co = 6;
coach = 31;
coaches = 7;
coachman = 33;
coachmandrew = 1;
coachmen = 2;
coagulated = 1;
coagulation = 1;
coal = 2;
coalition = 1;
coals = 3;
coarse = 37;
coarsecloth = 1;
coarsedaub = 1;
coarsehand = 1;
coarselinen = 1;
coarsepaper = 1;
coarseshoes = 1;
coarsespeeches = 1;
coarsely = 1;
coarsest = 1;
coast = 3;
coat = 130;
coatblack = 1;
coatbuttoned = 1;
coathe = 1;
coatwas = 2;
coatwhich = 1;
coating = 2;
coats = 8;
coatsare = 1;
cobbler = 1;
cobblerwho = 1;
cobblersshoulder = 1;
coblentz = 1;
coblentzhad = 1;
cobra = 1;
coche = 1;
cochefilet = 1;
cochepaille = 10;
cochepaille: = 1;
cochlearia = 1;
cochère = 9;
cochèreof = 1;
cochères = 2;
cock = 5;
cock: = 1;
cockade = 8;
cockadeblackened = 1;
cockchafers = 1;
cocked = 3;
cocking = 1;
cockney = 1;
cocks = 6;
coco = 2;
cocoa = 1;
cocoanuts = 1;
cocorico = 2;
cocum = 1;
code = 11;
codes = 1;
codfish = 1;
coffee = 2;
coffeein = 1;
coffer = 11;
coffersand = 1;
coffin = 66;
coffins = 2;
cogitabuntur = 2;
cogna = 1;
cognesthe = 1;
cogolludo) = 1;
cohabitlonger = 1;
cohort = 3;
coiffer = 1;
coiffes = 1;
coiled = 3;
coin = 18;
coinwithout = 1;
coinage = 2;
coincided = 2;
coincidence = 4;
coincidencewhich = 1;
coined = 1;
coing = 4;
coining = 1;
coins = 3;
colde = 1;
colabre = 1;
colas = 1;
colbacks = 1;
colbas = 3;
colbert = 1;
cold = 144;
coldand = 1;
coldhand = 1;
coldin = 1;
coldparalyzes = 1;
coldwe = 1;
coldwhich = 1;
cold: = 1;
colder = 4;
coldest = 1;
coldly = 6;
coldly: = 2;
coldness = 5;
coligny = 3;
collaboration = 1;
collaborator = 2;
collapse = 1;
collar = 30;
collar: = 1;
collard = 2;
collared = 2;
collaring = 1;
collars = 1;
colleague = 1;
colleagues: = 1;
collect = 7;
collecthis = 1;
collected = 13;
collectedon = 1;
collecting = 9;
collectingsewer = 1;
collectingthe = 1;
collection = 9;
collective = 2;
collector = 3;
collectors = 1;
collects = 3;
college = 7;
colleges = 1;
collegia = 1;
collegians = 1;
collided = 1;
collisions = 3;
colloquy = 4;
colloquyconducted = 1;
collé = 1;
colombes = 1;
colonel = 48;
colonelpontmercy = 1;
colonelwas = 1;
colonelle = 1;
colonellewas = 1;
colonels = 13;
colonnade = 1;
color = 10;
coloras = 1;
colored = 15;
coloredand = 1;
coloredleather = 1;
coloring = 2;
colors = 8;
colorsconstitute = 1;
colorscould = 1;
colossal = 20;
colossaland = 1;
colossalcities = 1;
colossaldeaths = 1;
colossi = 1;
colossus = 11;
columbines = 1;
columbus = 4;
column = 28;
columngains = 1;
columns = 11;
columnscould = 1;
colville = 2;
comanche = 1;
comb = 2;
combat = 51;
combatant = 6;
combatants = 25;
combatantscould = 1;
combatantssixty = 1;
combated = 4;
combating = 2;
combats = 4;
combed = 3;
combeferre = 66;
combeferrehas = 1;
combeferre: = 1;
combeferres = 6;
combination = 5;
combinations = 6;
combine = 2;
combinein = 1;
combined = 23;
combined = 1;
combinedcosettes = 1;
combinedwith = 3;
combines = 3;
combining = 1;
combs = 1;
combustibles = 3;
come = 453;
come = 1;
comeacross = 1;
comeand = 2;
comeback = 1;
comedown = 1;
comeearly = 1;
comefrom = 4;
comehither = 1;
comehome = 1;
comein = 3;
comeinto = 2;
comeout = 1;
comethere = 2;
comethither = 1;
cometo = 3;
cometogether = 1;
comeyou = 2;
comedian = 6;
comedy = 5;
comer = 17;
comers = 4;
comersadvanced = 1;
comes = 101;
comesevery = 1;
comesfrom = 1;
comesin = 1;
comessweeping = 1;
comesthe = 1;
comet = 3;
comets = 1;
comfort = 5;
comfortable = 7;
comfortably = 2;
comforted = 1;
comforter = 1;
comfortorthe = 1;
comic = 4;
comical = 1;
coming = 88;
comingfrom = 1;
comingstraight = 1;
comingto = 1;
comingup = 1;
comingyonder = 1;
comings = 3;
comique = 1;
comma = 1;
command = 20;
commandin = 1;
command:we = 1;
commandant = 1;
commandantpontmercy = 1;
commanded = 13;
commandedthe = 1;
commander = 4;
commanderwanted = 1;
commanding = 2;
commands = 3;
comme = 2;
commence = 1;
commenced = 2;
commencement = 1;
commencementof = 1;
commences = 3;
commending = 1;
comment = 2;
commentaries = 3;
commentariesinvolved = 1;
commentary: = 1;
commentated = 1;
commented = 2;
commenting = 1;
comments = 1;
commerce = 5;
commercial = 1;
comminations = 1;
commingled = 1;
commiseration = 1;
commissaire = 1;
commissary = 6;
commissarys = 3;
commission = 6;
commissioned = 2;
commissioner = 3;
commissioners = 2;
commissions = 1;
commissionsexecuted = 1;
